2/8/2022 11:25:11 AM,2/8/2022 12:07:28 PM,VACCUMP PUMP,No6 VACCUMP PUMP fault
2/8/2022 11:25:11 AM,2/8/2022 12:07:28 PM,AIR COMPRESSURE,On_air_chiller_pos_1_fault
2/8/2022 11:25:11 AM,2/8/2022 12:07:28 PM,FUME DUST,TE_1953A_fault
2/8/2022 11:25:11 AM,2/8/2022 12:07:28 PM,RTO,TE_1951_fault
2/8/2022 11:25:11 AM,2/8/2022 12:07:28 PM,MCC ROOM,T.R. ROOM HUMI
1/1/0001 12:00:00 AM,2/8/2022 12:07:28 PM,VACCUMP PUMP,Pump_C_fault
1/1/0001 12:00:00 AM,2/8/2022 12:07:28 PM,VACCUMP PUMP,VACCUM_PRESSURE_fault
1/1/0001 12:00:00 AM,2/8/2022 12:07:28 PM,FUME DUST,FUME_PRESSURE_fault
2/8/2022 12:07:28 PM,2/8/2022 12:08:11 PM,VACCUMP PUMP,VACCUM_PRESSURE_fault
2/8/2022 12:07:28 PM,2/8/2022 12:08:11 PM,FUME DUST,FUME_PRESSURE_fault
2/8/2022 12:07:28 PM,2/8/2022 12:08:11 PM,VACCUMP PUMP,Pump_C_fault
1/1/0001 12:00:00 AM,2/8/2022 12:51:32 PM,MCC ROOM,11 HOIST
1/1/0001 12:00:00 AM,2/8/2022 12:51:32 PM,MCC ROOM,12 RTO HEATER
1/1/0001 12:00:00 AM,2/8/2022 12:51:32 PM,MCC ROOM,13 Ex2 INVETER
2/8/2022 12:51:29 PM,2/8/2022 12:51:32 PM,VACCUMP PUMP,No6 VACCUMP PUMP fault
2/8/2022 12:51:29 PM,2/8/2022 12:51:32 PM,AIR COMPRESSURE,On_air_chiller_pos_1_fault
2/8/2022 12:51:29 PM,2/8/2022 12:51:32 PM,FUME DUST,TE_1953A_fault
2/8/2022 12:51:29 PM,2/8/2022 12:51:32 PM,RTO,TE_1951_fault
2/8/2022 12:51:29 PM,2/8/2022 12:51:32 PM,MCC ROOM,T.R. ROOM HUMI
2/8/2022 12:51:29 PM,2/8/2022 12:52:17 PM,MCC ROOM,11 HOIST
2/8/2022 12:51:29 PM,2/8/2022 12:52:17 PM,MCC ROOM,12 RTO HEATER
2/8/2022 12:51:29 PM,2/8/2022 12:52:17 PM,MCC ROOM,13 Ex2 INVETER
2/8/2022 12:52:14 PM,2/8/2022 12:52:17 PM,FUME DUST,TE_1953A_fault
2/8/2022 12:52:14 PM,2/8/2022 1:08:42 PM,MCC ROOM,11 HOIST
2/8/2022 12:52:14 PM,2/8/2022 1:08:42 PM,MCC ROOM,12 RTO HEATER
2/8/2022 12:52:14 PM,2/8/2022 1:08:42 PM,MCC ROOM,13 Ex2 INVETER
1/1/0001 12:00:00 AM,2/8/2022 1:08:42 PM,MCC ROOM,11 HOIST
1/1/0001 12:00:00 AM,2/8/2022 1:08:42 PM,MCC ROOM,12 RTO HEATER
1/1/0001 12:00:00 AM,2/8/2022 1:08:42 PM,MCC ROOM,13 Ex2 INVETER
1/1/0001 12:00:00 AM,2/8/2022 1:08:42 PM,MCC ROOM,11 HOIST
1/1/0001 12:00:00 AM,2/8/2022 1:08:42 PM,MCC ROOM,12 RTO HEATER
1/1/0001 12:00:00 AM,2/8/2022 1:08:42 PM,MCC ROOM,13 Ex2 INVETER
1/1/0001 12:00:00 AM,2/8/2022 1:08:42 PM,MCC ROOM,11 HOIST
1/1/0001 12:00:00 AM,2/8/2022 1:08:42 PM,MCC ROOM,12 RTO HEATER
1/1/0001 12:00:00 AM,2/8/2022 1:08:42 PM,MCC ROOM,13 Ex2 INVETER
2/8/2022 1:08:26 PM,2/8/2022 1:08:42 PM,FUME DUST,TE_1953A_fault
2/8/2022 1:08:41 PM,2/8/2022 1:14:35 PM,MCC ROOM,13 Ex2 INVETER
2/8/2022 1:18:09 PM,2/8/2022 1:18:18 PM,FUME DUST,TE_1953A_fault
2/8/2022 1:23:00 PM,2/8/2022 1:23:48 PM,FUME DUST,TE_1953A_fault
2/8/2022 1:24:43 PM,2/8/2022 1:25:00 PM,VACCUMP PUMP,No6 VACCUMP PUMP fault
2/8/2022 1:24:43 PM,2/8/2022 1:25:00 PM,AIR COMPRESSURE,On_air_chiller_pos_1_fault
2/8/2022 1:24:43 PM,2/8/2022 1:25:00 PM,FUME DUST,TE_1953A_fault
2/8/2022 1:24:43 PM,2/8/2022 1:25:00 PM,RTO,TE_1951_fault
2/8/2022 1:24:43 PM,2/8/2022 1:25:00 PM,MCC ROOM,T.R. ROOM HUMI
2/8/2022 1:25:29 PM,2/8/2022 1:25:59 PM,VACCUMP PUMP,No6 VACCUMP PUMP fault
2/8/2022 1:25:29 PM,2/8/2022 1:25:59 PM,AIR COMPRESSURE,On_air_chiller_pos_1_fault
2/8/2022 1:25:29 PM,2/8/2022 1:25:59 PM,FUME DUST,TE_1953A_fault
2/8/2022 1:25:29 PM,2/8/2022 1:25:59 PM,RTO,TE_1951_fault
2/8/2022 1:25:29 PM,2/8/2022 1:25:59 PM,MCC ROOM,T.R. ROOM HUMI
1/1/0001 12:00:00 AM,2/8/2022 1:50:17 PM,FUME DUST,FUME_PRESSURE_fault
2/8/2022 1:50:14 PM,2/8/2022 2:55:11 PM,FUME DUST,FUME_PRESSURE_fault
1/1/0001 12:00:00 AM,2/8/2022 2:55:11 PM,MCC ROOM,19 EX PILOT INVT
1/1/0001 12:00:00 AM,2/8/2022 2:55:11 PM,MCC ROOM,22 DB PANEL
1/1/0001 12:00:00 AM,2/8/2022 2:55:11 PM,MCC ROOM,19 EX PILOT INVT
1/1/0001 12:00:00 AM,2/8/2022 2:55:11 PM,MCC ROOM,22 DB PANEL
2/8/2022 2:17:01 PM,2/8/2022 2:55:11 PM,MCC ROOM,19 EX PILOT INVT
2/8/2022 2:17:01 PM,2/8/2022 2:55:11 PM,MCC ROOM,22 DB PANEL
2/8/2022 2:55:09 PM,2/8/2022 3:08:29 PM,FUME DUST,FUME_PRESSURE_fault
2/8/2022 3:04:39 PM,2/8/2022 3:08:29 PM,FUME DUST,TE_1953A_fault
1/1/0001 12:00:00 AM,2/8/2022 4:55:26 PM,RTO,XV 1951 AND 1956 OFF
2/8/2022 4:55:21 PM,2/8/2022 4:56:42 PM,RTO,XV 1951 AND 1956 OFF
1/1/0001 12:00:00 AM,2/8/2022 4:56:42 PM,RTO,XV 1951 AND 1956 OFF
1/1/0001 12:00:00 AM,2/8/2022 4:59:32 PM,RTO,XV 1951 AND 1956 OFF
1/1/0001 12:00:00 AM,2/8/2022 4:59:32 PM,RTO,XV 1951 AND 1956 OFF
2/8/2022 4:59:32 PM,2/8/2022 4:59:40 PM,RTO,XV 1951 AND 1956 OFF
2/8/2022 5:05:12 PM,2/8/2022 5:05:25 PM,MCC ROOM,T.R. ROOM HUMI
2/8/2022 5:05:22 PM,2/8/2022 5:05:26 PM,MCC ROOM,T.R. ROOM HUMI
2/8/2022 5:05:22 PM,2/8/2022 5:05:41 PM,MCC ROOM,T.R. ROOM HUMI
2/8/2022 5:09:17 PM,2/8/2022 5:12:11 PM,MCC ROOM,T.R. ROOM HUMI
2/8/2022 5:12:47 PM,2/8/2022 5:12:58 PM,MCC ROOM,21 MAINTENANCE
2/8/2022 5:12:57 PM,2/8/2022 5:12:59 PM,MCC ROOM,21 MAINTENANCE
2/8/2022 5:14:17 PM,2/8/2022 5:14:38 PM,MCC ROOM,21 MAINTENANCE
2/8/2022 5:14:37 PM,2/8/2022 5:14:40 PM,MCC ROOM,21 MAINTENANCE
2/8/2022 5:18:04 PM,2/8/2022 5:18:12 PM,MCC ROOM,21 MAINTENANCE
2/8/2022 5:18:09 PM,2/8/2022 5:18:13 PM,MCC ROOM,21 MAINTENANCE
